sa2_name,retail_ratio,accom_ratio,school_ratio,density,health_ratio,l_score,normalised,FINAL_SCORE
Kariong,2.7522935779816513,2.599388379204893,1.939864209505335,-0.12039054693425472,2.140672782874618,9.311828402632242,-3.0272059180832347,0.046211823775044986
Erskine Park,3.1968336124219823,1.6745318922210382,4.702194357366771,-0.2382540741446679,2.5879129243416044,11.923218712206726,-2.473959538795677,0.07770399558199603
Heathcote - Waterfall,2.9967036260113873,1.4983518130056936,4.61361014994233,-0.0,1.3485166317051243,10.457182220664535,-2.7845524738599545,0.05816466182553823
Narara,1.8969794250693128,0.729607471180505,4.891304347826087,-0.6491736020046481,1.8969794250693128,8.76569706714057,-3.1429087231631385,0.041371605336972525
Saratoga - Davistown,3.622683572523339,2.786679671171799,2.176278563656148,-0.0,2.9260136547303888,11.511655462081674,-2.561152892138788,0.07168078786949952
Cecil Hills,4.23439420844147,2.7318672312525614,4.149377593360996,-0.5336464058914564,4.507580931566726,15.089573558730297,-1.8031389617429028,0.14146939055605737
Loftus - Yarrawarrah,2.6932399676811203,1.2119579854565041,2.9211295034079847,-0.0,3.3665499596014006,10.19287741614701,-2.840547809215033,0.05517197460934384
Kincumber - Picketts Valley,4.44264943457189,3.365643511039311,3.476245654692932,-0.33088752305872426,6.596661281637049,17.550312358882458,-1.2818094513418221,0.21724237234690527
Avoca Beach - Copacabana,4.61133069828722,4.3478260869565215,2.710027100271003,-0.0,7.905138339920949,19.574322225435694,-0.8530048692740682,0.298802897757514
Yarramundi - Londonderry,3.4919813760993272,1.5519917227108122,9.433962264150944,-0.0,1.5519917227108122,16.029927085671897,-1.6039166616052047,0.16743491901257318
Cromer,5.219605346912794,2.0369191597708465,4.187994416007445,-0.40045384769405323,3.3099936346276255,14.354058709624658,-1.9589643570076327,0.12357917160339041
Castle Hill - Central,16.516516516516518,5.880880880880881,5.599626691553897,-0.9635767970707265,11.26126126126126,38.29470855314183,3.1130763085163764,0.9574289189688509
Niagara Park - Lisarow,2.3247277621436435,1.59060320567723,5.09987250318742,-0.23906858877812043,2.814144133121253,11.590279015351426,-2.5444957895931712,0.0727971344831833
Woollahra,10.671840892553965,3.7593984962406015,3.3944331296673456,-4.68566966028895,17.948096046568033,31.088098904740995,1.586291637416707,0.8300937225742344
Woolaware - Burraneer,6.053268765133172,3.3898305084745766,2.73972602739726,-1.2018508503094767,6.416464891041162,17.397439341736693,-1.3141969664967057,0.2117853872254025
North Rocks,6.272617611580218,3.256936067551267,4.0394973070017945,-1.3020348945351736,6.996381182147166,19.263397273745273,-0.9188770995271218,0.28518674824777823
Sydenham - Tempe - St Peters,9.336957806405861,4.254816215577355,11.612903225806452,-1.8163418874386985,2.481976125753457,25.870311486104427,0.48085673300242426,0.6179501593734762
Glendenning - Dean Park,3.002656195865573,2.30973553528121,4.95926319518243,-0.9722897423432183,1.9632752049890285,11.262640388975022,-2.6139089612255,0.06824861008851338
Greenfield Park - Prairiewood,2.753556677374943,2.638825149150987,5.639913232104121,-1.6498473891165069,2.524093620927031,11.906541290440575,-2.477492799669834,0.0774511581263266
Wyong,4.388852315119596,7.790212859337283,2.95483326298016,-0.4656298641691168,3.2916392363396967,17.95990780960762,-1.195032993890972,0.23235999754470718
Auburn - South,6.361044088615924,3.180522044307962,5.417956656346749,-0.822605190638753,3.948234261899539,18.085151860531422,-1.1684989221948152,0.23712641830833237
Austral - Greendale,5.4818550597522195,2.8505646310711543,7.401315789473684,-0.09032232424630536,3.1794759346562875,18.82288909070704,-1.0122026956354087,0.26654900099636897
The Oaks - Oakdale,5.112365534135691,1.0650761529449357,5.166051660516605,-0.0,2.662690382362339,14.00618372995957,-2.0326647809690757,0.11581576242135208
Berala,2.843302443133951,2.422072451558551,2.67379679144385,-2.8756290438533427,2.948609941027801,8.01215258331081,-3.302553857704079,0.03548368077738389
Budgewoi - Buff Point - Halekulani,2.178649237472767,1.6599232285506798,2.7149321266968327,-0.5345821171590168,1.2449424214130098,7.2638648969742725,-3.461085292707608,0.030439986265572462
Castle Hill - South,6.118355065195586,4.112337011033099,4.065040650406504,-0.9690626741284493,11.133400200601805,24.460070253108547,0.18208452219333893,0.5453957759123763
Toukley - Norah Head,4.657154181529925,3.56718192627824,1.9474196689386565,-0.7603406326034063,4.756242568370987,14.167657712514401,-1.998455074411591,0.11936522474975016
Wamberal - Forresters Beach,4.074505238649593,3.007372914241366,4.168113928447378,-0.5830011441397454,8.440046565774157,19.107037502972748,-0.9520033146045712,0.2784821177451479
Edensor Park,2.9992260061919502,2.9992260061919502,3.378378378378378,-1.2921983524471006,3.676470588235294,11.761102626550473,-2.508305280634708,0.07527799608249057
Waitara - Wahroonga (West),3.3673273042139695,3.655955358860881,3.3085194375516953,-1.42025280499929,5.1953049836444105,14.106854279271666,-2.0113368252423496,0.11801775717837229
Mulgoa - Luddenham - Orchard Hills,3.9442039442039443,2.0202020202020203,7.963988919667591,-0.050416693975709234,4.425204425204425,18.30318261530227,-1.1223071579043364,0.24558358027034136
Maroubra - North,5.4613394653636105,3.35345405767941,2.696629213483146,-3.312720848056537,13.701255149947304,21.899957038416932,-0.3602983461972382,0.4108873466590492
Douglas Park - Appin,3.8211692777990067,1.8150554069545282,4.7090480995627315,-0.0034489168848968826,2.7703477264042795,13.11217159383565,-2.2220692432343463,0.09778609543478398
Illawong - Alfords Point,4.9274823354406845,2.696169579769431,2.3300970873786406,-0.4110827920743238,6.322052807735218,15.864719018249652,-1.638917467419386,0.16261241679640875
Hunters Hill - Woolwich,4.045605001838911,6.895917616770872,1.278772378516624,-2.1680477934091344,13.699889665318132,23.752136869035404,0.03210250683575211,0.5080249375318207
Box Head - MacMasters Beach,4.09612233752048,2.0935736391771345,3.0360531309297913,-0.12466496291217354,3.9140724558529034,13.015156600568135,-2.242622736737432,0.09598771488155683
Maroubra - West,4.182198381671061,5.182289299027184,3.762541806020067,-3.4206411258795932,6.818801709246295,16.525190070085014,-1.4989907713937352,0.1825760949183597
Wiley Park,4.986400725294652,4.261106074342702,4.490057729313663,-2.870882078518625,2.8105167724388034,13.677199222871195,-2.102363089460541,0.10886735348817314
Pitt Town - McGraths Hill,7.3409461663947795,3.62515860068878,6.0012634238787115,-0.04904870045468146,2.4469820554649266,19.365301545972514,-0.8972877685730509,0.28960818049993003
Lake Munmorah - Mannering Park,2.3438204272964933,1.4423510321824573,2.498958767180342,-0.08451989880150784,1.532497971693861,7.733108299551645,-3.3616718834869816,0.033515025761611854
Winston Hills,2.4984384759525295,2.319978584813063,3.2247662044501775,-0.6899882701994066,4.639957169626126,11.99315216464249,-2.4591435117891782,0.07877246784505693
Hornsby - West,4.814979937583593,3.209986625055729,5.714285714285714,-0.31797513434449426,5.171645118145341,18.592922260725885,-1.0609232241511335,0.2571330648965953
Maroubra - South,4.1541453066996645,3.800601025278416,3.794266441821248,-2.9055690072639226,5.126392080608096,13.969835847143504,-2.040365404843273,0.11502952942661254
St Johns Park - Wakeley,3.3577803304762748,2.032340726340903,3.7050759540570586,-1.1076957159868184,2.2974286471679775,10.284929942055395,-2.821045658779549,0.05619744682548946
Bayview - Elanora Heights,6.163599542132606,2.8176455049749056,3.333333333333333,-0.04645185265472338,3.434005459188166,15.702131986974289,-1.6733629832974262,0.15797632075658724
Blue Haven - San Remo,0.8798169980644026,1.1437620974837235,2.7548209366391188,-0.23832561952744793,1.1437620974837235,5.68383651014352,-3.7958284297180667,0.021970731188756892
St Leonards - Naremburn,11.75438596491228,10.0,5.578093306288032,-2.897500905469033,22.719298245614034,47.15427661134531,4.990054993886263,0.9932407087064367
Canterbury (North) - Ashbury,3.8512035010940915,2.888402625820569,5.828476269775187,-1.9818331957060282,4.463894967177243,15.050144168161061,-1.811492430579011,0.14045784872223366
Lawson - Hazelbrook - Linden,3.4864464394665733,1.7432232197332866,1.9461563412260783,-0.08531094774064618,3.5736076004532378,10.66412265313853,-2.7407102934801495,0.06061344696611361
Dover Heights,7.165673832340499,3.798670465337132,1.3869625520110958,-2.673082063619353,11.482344815678148,21.16056960174752,-0.5169441837529103,0.3735670629123827
Wyoming,2.8304314263658976,1.8869542842439315,3.8141470180305133,-0.8352225271447321,4.116991165623124,11.813301367118735,-2.497246510861044,0.07605143541841089
Botany,4.109940919599281,4.966178611182464,2.058319039451115,-0.29147720648245307,4.024317150440963,14.867278514191371,-1.85023415393758,0.13584540699906156
North Sydney - Lavender Bay,15.991200609188594,18.78331500126914,2.5380710659898478,-2.089427496865859,22.083086555546153,19.065150391845982,-0.9608774735094014,0.2767025444609694
Riverwood,4.4170347528960745,3.750312526043837,5.094043887147335,-1.4423250279450475,3.416951412617718,15.236017550759918,-1.7721134930254347,0.14527969230314994
Colyton - Oxley Park,1.408100720616251,0.9939534498467655,2.9994001199760048,-0.8598267449109005,1.408100720616251,5.949728266144372,-3.739496884506101,0.023214343773638593
Berowra - Brooklyn - Cowan,3.2282095852992305,2.069365118781558,3.1038374717832955,-0.0,2.897111166294181,11.298523342158266,-2.6063068368498414,0.06873362437419667
Pagewood - Hillsdale - Daceyville,5.0425725386459455,4.050591055633628,3.5599857600569598,-2.244524962324045,4.546581797139787,14.955206189152277,-1.8316058900457604,0.13804707709201747
Condell Park,14.942528735632184,4.433497536945813,4.127682993946065,-0.3998560518213443,3.5303776683087027,26.63423088301142,0.6426998856160973,0.6553635181762597
Kogarah,8.58825453950597,5.152952723703582,3.1859816806053365,-3.6040906428796684,21.51153279895305,34.83463109988827,2.3800279717554993,0.9152916030253444
Lurnea - Cartwright,2.761982128350934,0.24370430544272947,3.2223415682062297,-2.0193278523005915,1.7059301380991063,5.914630287798408,-3.7469327049458965,0.02304632972126046
Caringbah,11.866322247336132,6.7000322893122375,3.1578947368421053,-0.7507883277441313,8.475944462382952,29.449405408129294,1.2391197725145133,0.7754107607716538
Auburn - North,10.49233252623083,4.681194511702986,3.5087719298245617,-1.4308881045502242,2.0177562550443904,19.269167118252543,-0.917654706393856,0.28543600494652493
Castle Hill - North,6.527520348134418,4.512853574018857,2.7239709443099276,-1.0271610735300591,9.831573857683939,22.56875765061708,-0.21860695835360122,0.4455648713173581
Darlinghurst,12.08313194780087,15.708071532141131,10.0,-3.50099194771852,22.55517963589496,19.065150391845982,-0.9608774735094014,0.2767025444609694
Hoxton Park - Carnes Hill - Horningsea Park,2.393107849393746,2.0740268028079134,2.4612355402412014,-1.4540519581233036,2.6324186343331206,8.106736868652678,-3.282515331402196,0.03617591138104132
Hornsby - East,10.423297262889879,5.171865054105665,4.089219330855019,-1.1678150181011326,13.924252068746021,32.44081869849545,1.872877417160682,0.8667908676733571
Caringbah South,5.249761374482978,1.1931275851097678,1.7446932247746438,-0.7371188481289467,5.806554247534203,13.257017583772647,-2.1913823255441205,0.10052703278553127
Rose Bay - Vaucluse - Watsons Bay,8.091758975567602,5.027889072197345,1.1458034947006588,-1.5576020716107553,12.334040380234113,25.04188985108896,0.30534820468500534,0.5757494064674538
Blacktown (South),2.6277146611020945,2.7050003864286265,1.9662921348314606,-2.3813776269571947,2.086714583816369,7.004344139221357,-3.5160670849928675,0.028858514623640585
North Ryde - East Ryde,4.626060138781804,3.623747108712413,4.823151125401929,-0.8034451729014012,8.481110254433307,20.75062345442805,-0.6037949394120048,0.3534759521347943
Green Valley,3.8975926633549864,2.1398547955674436,3.3453422542460114,-1.8665422305179653,3.3626289644631253,10.878876447113601,-2.6952127826257364,0.06325643049459385
Avalon - Palm Beach,7.613826709304096,3.730775087559007,0.9236453201970443,-0.23240410425648114,6.243337901629359,18.279180914433024,-1.1273921327753724,0.24464269460711421
West Pennant Hills,5.511929930534582,3.020235578375113,3.884075291305647,-0.2554572045318108,10.193295077016007,22.35407867269954,-0.2640886187574756,0.43435890208741196
Hinchinbrook,3.0866521117217496,1.430399759090567,2.985817367504354,-0.7655502392344498,2.4843785289467744,9.221697528028995,-3.0463009495128306,0.04537744097340834
Camden - Ellis Lane,5.672065079483544,3.955519068587208,2.898550724637681,-0.0,7.015448914098068,19.541583786806502,-0.8599408001338551,0.2973517143523155
Oatley - Hurstville Grove,5.07424819043355,2.611745392134915,3.7037037037037033,-1.3777583871041816,6.939780613387061,16.951719512555044,-1.4086266964253569,0.19645075275439033
Forestville - Killarney Heights,5.5203282357329355,2.9839612085042897,2.2222222222222223,-0.22393658116021542,5.5203282357329355,16.022903321032167,-1.6054047089268364,0.16722758716226171
Kingsgrove (South) - Bardwell Park,5.570823739136894,4.605214291019832,5.29595015576324,-1.5843257373716035,5.79365668870237,19.681319137250732,-0.8303366171021951,0.3035738989648312
Katoomba - Leura,6.852310832482869,7.872867764980318,2.9218407596785974,-0.1712605264059266,6.633620061233416,24.109378891969275,0.10778742264204944,0.5269207965999125
Pendle Hill - Girraween,6.823956442831216,3.9201451905626135,3.0378348522507594,-1.568979042922784,2.323049001814882,14.536006444536685,-1.9204171030063515,0.1278150611365109
Newport - Bilgola,8.252601363473268,4.162181557229996,1.400560224089636,-0.6898811679688174,7.247936849659132,20.373398826483214,-0.6837133487066254,0.3354330261978807
Terrigal - North Avoca,5.623576309794989,5.054100227790433,2.368966538347646,-0.8904455195749607,11.603075170842825,23.75927272720093,0.033614302172784605,0.5084027843510036
Penrith,12.040512784191515,6.8701749415680995,4.262295081967213,-0.3848337037357732,14.661094978397903,37.44924408238896,2.933957103108696,0.9494997558938653
Richmond - Clarendon,6.556221360592175,3.8068382093761013,5.489742848887605,-0.06695878552833161,5.146281283045471,20.93212491637302,-0.5653422323278559,0.3623122735805041
Haberfield - Summer Hill,5.270184807813927,5.270184807813927,6.201044386422977,-1.726817475392851,11.805213969503198,26.81981049616118,0.6820165854859903,0.6641886296739303
Erina - Green Point,10.184729929058088,4.7762871391444826,5.268050821196158,-0.14795788526753745,12.57287349863033,32.65398350276152,1.918038286341881,0.8719195173878285
Randwick - South,4.846186262115466,6.321112515802781,3.0757400999615534,-2.0755500207555,20.859671302149177,33.02716015927348,1.9970990967052007,0.8804921651302252
Roselands,7.202293545905881,3.0767079225229006,3.548795944233207,-1.9198595759852992,1.8879798615481436,13.795917698224834,-2.0772115192785097,0.11133155131838075
Woy Woy - Blackwall,4.048300411809869,4.257695260696587,3.3772374197906116,-0.7461615726790071,2.582536469602848,13.519607989220908,-2.135750200956213,0.10567034051395703
Emu Plains - Leonay,3.024886566753747,1.3062010174618452,4.098360655737705,-0.21748586341887777,3.8498556304138596,12.061818006948279,-2.444596039319389,0.07983462958483144
Narwee - Beverly Hills,4.661685062041544,4.524576677863852,4.555116914667476,-2.0643486979857855,4.456022485775005,16.133052442362093,-1.5820686329928573,0.17050271262759512
Beacon Hill - Narraweena,4.445052314846475,2.5302605484510705,2.0592020592020592,-1.151914481868866,3.2141147507351433,11.096715191365881,-2.6490616974799237,0.06604686481685884
Monterey - Brighton-le-Sands - Kyeemagh,5.690948044991965,5.289234065345474,2.3011176857330704,-1.7752004497174472,5.356186395286556,16.862285741639617,-1.4275740402075492,0.19347695831824915
Lilyfield - Rozelle,7.391763463569166,5.01583949313622,3.445036016285625,-1.942340242515053,9.767687434002113,23.67798616447807,0.01639301727091791,0.5040981625428588
Gladesville - Huntleys Point,7.39335252551688,4.449097095001308,2.019619157530294,-1.696280904117722,10.075896362208846,22.241684236139605,-0.2879003847929331,0.4285179651585226
The Entrance,5.319148936170213,6.162428645563051,2.773497688751926,-0.6494631104953239,3.3731188375713543,16.97873099756122,-1.4029040718816201,0.19735568347104235
Chittaway Bay - Tumbi Umbi,3.440147798942473,1.6563674587500796,3.315963998105163,-0.0816373180508274,3.1216155953366886,11.452457533083578,-2.5736945025443405,0.0708507057721953
Windsor - Bligh Park,4.204357242960887,3.885845330615365,3.6003600360036003,-0.43994720633523976,4.013250095553573,15.263865498798186,-1.7662136563115305,0.14601382996471302
Cambridge Park,1.7526289434151225,1.0640961442163244,2.73224043715847,-1.6699306219732506,0.7511266900350525,4.630161592851719,-4.01905887933737,0.017652652941491497
Fairfield - East,6.167509559639818,1.6652275811027508,2.9128388976025095,-2.4511949575418015,1.9736030590847418,10.267984139888018,-2.8246357784406544,0.05600733252814206
Kensington (NSW),3.007795715425695,3.37609723160027,2.3494860499265786,-2.649307395352358,6.813578049229636,12.897649650829823,-2.2675176343884997,0.09384910347490297
Warnervale - Wadalba,2.7497708524289646,1.1610143599144518,3.3313737017440723,-0.06994637444625787,3.299725022914757,10.471937562555988,-2.781426422787977,0.058336148416036814
Casula,5.094614264919942,2.8505579815623485,2.1244954323348204,-0.4242141432995376,4.488112566715187,14.13356610223276,-2.0056776867814263,0.11860808898477071
West Hoxton - Middleton Grange,3.437462308527319,1.2664334820890122,1.4806588932074773,-0.4318441906160257,3.3168495959474127,9.069560089155196,-3.0785326258357495,0.04400149974468398
Paddington - Moore Park,11.406615837185567,5.643273098397071,4.590665646518746,-1.0738255033557047,11.586720297772708,32.15344937651838,1.8119956576170315,0.8596028946053383
Sylvania - Taren Point,9.024084145102492,5.438355345724018,2.608242044861763,-1.6467682173734048,4.482160999223092,19.90607431753796,-0.7827202231590409,0.3137339120224286
Glenwood,5.436405997968815,3.166258438377442,2.819548872180451,-0.9768296018442543,4.181850767668319,14.627234474350772,-1.901089629438295,0.1299851995181414
St Marys - North St Marys,6.311026434865444,2.7387473207906647,5.1731893837157,-0.9327923137913344,3.5127411288402004,16.802911954420672,-1.440152907749117,0.1915216710374593
Wentworthville - Westmead,6.485392991015649,5.235913607425478,2.870813397129187,-1.5244677066924133,7.7348723746058194,20.802524663483723,-0.5927992043488022,0.3559928449098612
Bonnyrigg Heights - Bonnyrigg,3.567606136282554,2.021643477226781,3.3076074972436604,-1.1563590109275927,2.497324295397788,10.23782239522319,-2.8310258136520248,0.0556704450392518
Blacktown (West),2.8522193832075584,2.555113197456771,1.9637791839406502,-2.352790195281586,1.8420583516548814,6.860379920978275,-3.5465671914679224,0.02801590132576422
Kingsford,4.98220640569395,5.456702253855279,1.2492192379762648,-2.482498386376049,7.236061684460261,16.441691195609707,-1.5166807543153524,0.1799508153395265
Balmain,5.277827195635415,5.989444345608729,1.7411491584445733,-1.5494867325198527,14.173041570301844,25.63197553747071,0.43036313189185105,0.6059603776399114
Kogarah Bay - Carlton - Allawah,4.0134568848492,3.3642212123000648,3.686150605581885,-1.998116061998687,4.190521159180783,13.256233799913245,-2.1915483771606747,0.10051201917038227
Bankstown - South,9.141306912007549,4.659117716442557,3.9387308533916845,-1.1304033279073975,7.077140835102619,23.68589298903701,0.01806814872976492,0.5045169143012097
Leumeah - Minto Heights,2.2898074213245656,1.5852512916862376,2.9076269290986354,-0.38061244771865127,2.6420854861437295,9.044158680534515,-3.083914141305371,0.04377567901801969
Revesby,4.160318762451658,2.5196296730341032,3.573130061934254,-1.7673048600883652,4.6290870737138174,13.114860711045468,-2.221499529716472,0.09783636934466816
Sans Souci - Ramsgate,5.440823729011877,4.972795881354941,1.92466318394281,-1.7347934511547218,5.323816767097642,15.927306110252548,-1.625657832536854,0.1644260632442579
Pymble,4.588488122204798,2.6717778939420342,3.480951460065751,-0.8779288682521411,14.520532032293664,24.383820640254108,0.1659303601444373,0.541387673413984
Padstow,6.3890340942092125,2.4394493814253355,3.479125248508946,-1.2290485627813368,4.007666840913052,15.08622700227521,-1.803847959641482,0.14138330053507406
Bankstown - North,7.044693382607691,3.2913731377757243,2.7519051651143096,-1.824418010654601,9.23894214112484,20.50249581596796,-0.6563629975364096,0.3415570863071369
Engadine,3.960055096418733,2.1235078053259873,1.9319938176197835,-0.3350532734704818,4.706152433425161,12.386655879319182,-2.375776232457978,0.08503862918372664
Picton - Tahmoor - Buxton,3.841743119266055,2.0642201834862384,1.6217311980539226,-0.010531393029481582,2.8669724770642198,10.384135584840955,-2.8000280565946998,0.0573226597922148
Jamisontown - South Penrith,5.207743688441073,1.6415713800520775,1.6856300042140748,-1.330657233785387,2.377448205592664,9.581736044514503,-2.9700235715508483,0.0487986288588815
Homebush,10.89275687815834,6.962380685008423,3.2023289665211063,-1.3009314669303222,5.334081976417743,25.090617039175292,0.31567149503451297,0.5782690016408484
Erskineville - Alexandria,14.64482100774324,7.7993491190663224,3.5523978685612794,-1.3888888888888888,6.284367635506677,30.892046741988626,1.5447562343034447,0.8241550783282043
Manly Vale - Allambie Heights,4.037911502439572,2.4676125848241828,2.5963650888755745,-0.8552399482579831,5.271717794851663,13.51836702273301,-2.136013110799192,0.10564549702644473
Blacktown (East) - Kings Park,10.353704947391986,5.316767405417506,4.7148630444544235,-1.5046455932692187,8.954555630176854,27.835245434171554,0.8971455536821962,0.7103625600039348
Dulwich Hill - Lewisham,3.9655942806076854,2.90437890974084,5.215879455230368,-2.220906129700918,4.300714924039321,14.165661439917296,-1.9988780026051933,0.11932077489207925
Ashcroft - Busby - Miller,1.394777951350145,1.4505690694041509,2.9437229437229435,-1.8304960644334614,2.287435840214238,6.246009740258016,-3.676727005870049,0.024681093260494582
Croydon Park - Enfield,5.075575882648224,4.238942495398517,4.086538461538462,-2.5181939512981293,4.406269172848458,15.289132061135529,-1.7608607092323725,0.14668257481850056
Randwick - North,3.551609322974473,2.774694783573807,2.5884383088869716,-3.0998140111593306,7.769145394006659,13.58407379828258,-2.122092543071657,0.10696801405347334
Gymea - Grays Point,4.264274242675971,2.1598272138228944,2.089427496865859,-0.8623960812722068,4.818076092374149,12.469208964466667,-2.3582866234595032,0.08640935738937491
Surry Hills,13.396811337466785,15.223649247121346,7.936507936507937,-0.7596475235490732,11.403897254207264,47.20121825175426,5.0,0.9933071490757153
Cabramatta West - Mount Pritchard,3.592152528322741,2.210555402044764,2.7613412228796843,-1.4973141926669036,2.9842497927604312,10.050984753340718,-2.8706090381539746,0.05362573490730524
Lakemba,6.724251038705445,5.084189809752897,2.6246719160104988,-3.201317113326626,4.209490487644872,15.441286138787088,-1.7286255078356576,0.15076347680832966
Bondi Junction - Waverly,11.139019329474719,9.610134323468385,3.265063817156426,-2.377744313228184,25.4450147428197,47.08148789969105,4.974634054692272,0.9931363872121075
Auburn - Central,6.083445491251682,3.768506056527591,2.607561929595828,-1.8753683759309863,6.191117092866756,16.77526219431087,-1.4460107565788505,0.19061627381995433
Fairfield,8.304757822546078,2.946849549935705,2.3534445870774494,-1.8910741301059,7.393913416202314,19.107891245655644,-0.9518224415859251,0.278518461985737
